glacier_id,glacier_na,glims_id,wgi_id,rgi_id,nhd_id,gnis_id,recno,parent_ice,glac_status
G241151E37479N,CA,G241151E37479N,,RGI60-02.15304,77318302, ,,,exists
G241151E37478N,CA,G241151E37478N,,RGI60-02.15305,77318304, ,,,exists
G241217E37479N,CA,G241217E37479N,,RGI60-02.15306,77318314, ,,,exists
G241136E37477N,CA,G241136E37477N,,RGI60-02.15307,77257893, ,,,exists
G241181E37477N,CA,G241181E37477N,,RGI60-02.15308,77257919, ,,,exists
G241189E37466N,CA,G241189E37466N,,RGI60-02.15309,77257929, ,,,exists
G241234E37459N,CA,G241234E37459N,,RGI60-02.15310,77318322, ,,,exists
G241130E37441N,CA,G241130E37441N,,RGI60-02.15311,77257939, ,,,exists
G241180E37415N,CA,G241180E37415N,,RGI60-02.15312,77257949, ,,,exists
G241177E37415N,CA,G241177E37415N,,RGI60-02.15313,77257947, ,,,exists
G241185E37413N,CA,G241185E37413N,,RGI60-02.15314,77257951, ,,,exists
G241219E37411N,CA,G241219E37411N,,RGI60-02.15315,77318340, ,,,exists
G241196E37407N,CA,G241196E37407N,,RGI60-02.15316,77257961, ,,,exists
G241191E37407N,CA,G241191E37407N,US2K04454008,RGI60-02.15317,77257959, ,,,exists
G241199E37404N,CA,G241199E37404N,,RGI60-02.15318,77257967, ,,,exists
G241205E37399N,CA,G241205E37399N,,RGI60-02.15319,77257971, ,,,exists
G241209E37397N,CA,G241209E37397N,US2K04454004,RGI60-02.15320,77257975, ,2.02E+11,,exists
G241132E37397N,CA,G241132E37397N,,RGI60-02.15321,77257953, ,,,exists
G241220E37397N,CA,G241220E37397N,,RGI60-02.15322,77318348, ,,,exists
G241135E37395N,CA,G241135E37395N,US2K04454017,RGI60-02.15323,77257963, ,,,exists
G241215E37392N,CA,G241215E37392N,,RGI60-02.15324,77318350, ,,,exists
G241219E37392N,CA,G241219E37392N,,RGI60-02.15325,77318358, ,,,exists
G241224E37392N,CA,G241224E37392N,,RGI60-02.15326,77318362, ,,,exists
G241221E37391N,CA,G241221E37391N,,RGI60-02.15327,77318366, ,,,exists
G241207E37389N,CA,G241207E37389N,,RGI60-02.15328,,,,,exists
G241220E37386N,CA,G241220E37386N,US2L00217007,RGI60-02.15329,77318374, ,2.02E+11,,exists
G241211E37387N,CA,G241211E37387N,,RGI60-02.15330,77257987, ,,,exists
G241145E37385N,CA,G241145E37385N,US2K04454016,RGI60-02.15331,77257979, ,,,exists
G241141E37385N,CA,G241141E37385N,,RGI60-02.15332,77257977, ,,,exists
G241188E37383N,CA,G241188E37383N,,RGI60-02.15333,77257985, ,,,exists
G241148E37382N,CA,G241148E37382N,,RGI60-02.15334,77257981, ,,,exists
G241229E37383N,CA,G241229E37383N,,RGI60-02.15335,77318376, ,,,exists
G241151E37381N,CA,G241151E37381N,,RGI60-02.15336,77257983, ,,,exists
G241193E37381N,CA,G241193E37381N,US2K04454012,RGI60-02.15337,77257989, ,,,exists
G241199E37380N,CA,G241199E37380N,,RGI60-02.15338,77257993, ,2.02E+11,,exists
G241234E37378N,CA,G241234E37378N,,RGI60-02.15339,77318398, ,,,exists
G241223E37377N,CA,G241223E37377N,,RGI60-02.15340,77318392, ,2.02E+11,,exists
G241236E37377N,CA,G241236E37377N,,RGI60-02.15341,77318402, ,,,exists
G241231E37375N,CA,G241231E37375N,,RGI60-02.15342,77318400, ,,,exists
G241245E37376N,CA,G241245E37376N,,RGI60-02.15343,77318408, ,,,exists
G241168E37372N,CA,G241168E37372N,,RGI60-02.15344,77257995, ,,,exists
G241237E37372N,CA,G241237E37372N,,RGI60-02.15345,77318420, ,2.02E+11,,exists
G241179E37370N,CA,G241179E37370N,,RGI60-02.15346,77258001, ,,,exists
G241173E37370N,CA,G241173E37370N,,RGI60-02.15347,77257999, ,,,exists
G241236E37369N,CA,G241236E37369N,,RGI60-02.15348,77318422, ,,,exists
G241241E37367N,CA,G241241E37367N,,RGI60-02.15349,77318428, ,,,exists
G241235E37363N,CA,G241235E37363N,,RGI60-02.15350,77318434, ,,,exists
G241223E37361N,CA,G241223E37361N,,RGI60-02.15351,77258025, ,,,exists
G241229E37360N,CA,G241229E37360N,,RGI60-02.15352,77258029, ,,,exists
G241201E37347N,CA,G241201E37347N,,RGI60-02.15353,77258037, ,,,exists
G241206E37345N,CA,G241206E37345N,,RGI60-02.15354,77258041, ,,,exists
G241210E37344N,CA,G241210E37344N,,RGI60-02.15355,77258043, ,,,exists
G241218E37340N,CA,G241218E37340N,US2L00216015,RGI60-02.15356,77318442, ,,,exists
G241222E37336N,CA,G241222E37336N,US2L00216014,RGI60-02.15357,77318452, ,,,exists
G241222E37328N,CA,G241222E37328N,US2K04456003,RGI60-02.15358,77258053, ,,,exists
G241228E37327N,CA,G241228E37327N,,RGI60-02.15359,77258059, ,,,exists
G241227E37325N,CA,G241227E37325N,,RGI60-02.15360,77258063, ,,,exists
G241233E37324N,CA,G241233E37324N,,RGI60-02.15361,77258067, ,,,exists
G241232E37322N,CA,G241232E37322N,,RGI60-02.15362,77258069, ,,,exists
G241233E37313N,CA,G241233E37313N,,RGI60-02.15363,77258101, ,,,exists
G241172E37308N,CA,G241172E37308N,,RGI60-02.15364,77258081, ,,,exists
G241174E37307N,CA,G241174E37307N,,RGI60-02.15365,77258089, ,,,exists
G241186E37301N,CA,G241186E37301N,,RGI60-02.15366,77258111, ,,,exists
G241195E37300N,CA,G241195E37300N,,RGI60-02.15367,77258125, ,,,exists
G241184E37299N,CA,G241184E37299N,,RGI60-02.15368,77258117, ,,,exists
G241209E37285N,CA,G241209E37285N,,RGI60-02.15369,77258167, ,,,exists
G241090E37478N,CA,G241090E37478N,US2K04453010,RGI60-02.15370,77257873, ,,,exists
G241108E37471N,CA,G241108E37471N,US2K04453008,RGI60-02.15371,77257897, ,,,exists
G241101E37471N,CA,G241101E37471N,,RGI60-02.15372,77257889, ,,,exists
G241085E37467N,CA,G241085E37467N,,RGI60-02.15373,77257899, ,,,exists
G241115E37467N,CA,G241115E37467N,,RGI60-02.15374,77257915, ,,,exists
G241103E37294N,CA,G241103E37294N,,RGI60-02.15375,77258085, ,,,exists
G241272E37414N,CA,G241272E37414N,,RGI60-02.15376,77318346, ,,,exists
G241096E37529N,CA,G241096E37529N,,RGI60-02.15377,,,,,exists
G241233E37371N,CA,G241233E37371N,,RGI60-02.15378,77318416, ,,,exists
G241145E37565N,CA,G241145E37565N,,RGI60-02.15379,77318202, ,,,exists
G241152E37543N,CA,G241152E37543N,US2L00217018,RGI60-02.15380,77318210, ,,,exists
G241124E37517N,CA,G241124E37517N,,RGI60-02.15381,77318220, ,,,exists
G241124E37515N,CA,G241124E37515N,,RGI60-02.15382,77318222, ,,,exists
G241199E37517N,CA,G241199E37517N,,RGI60-02.15383,77318244, ,,,exists
G241129E37513N,CA,G241129E37513N,US2L00217022,RGI60-02.15384,77318224, ,2.02E+11,,exists
G241208E37515N,CA,G241208E37515N,,RGI60-02.15385,77318250, ,,,exists
G241133E37511N,CA,G241133E37511N,US2L00217021,RGI60-02.15386,77318230, ,2.02E+11,,exists
G241125E37509N,CA,G241125E37509N,,RGI60-02.15387,77318232, ,,,exists
G241140E37508N,CA,G241140E37508N,US2L00217020,RGI60-02.15388,77318238, ,2.02E+11,,exists
G241146E37507N,CA,G241146E37507N,,RGI60-02.15389,77318242, ,,,exists
G241148E37504N,CA,G241148E37504N,,RGI60-02.15390,77318248, ,,,exists
G241002E37571N,CA,G241002E37571N,,RGI60-02.15391,77318184, ,,,exists
G241018E37566N,CA,G241018E37566N,,RGI60-02.15392,77318188, ,,,exists
G241056E37564N,CA,G241056E37564N,,RGI60-02.15393,77318196, ,,,exists
G241091E37562N,CA,G241091E37562N,,RGI60-02.15394,77318198, ,,,exists
G241018E37554N,CA,G241018E37554N,,RGI60-02.15395,77257673, ,,,exists
G241091E37529N,CA,G241091E37529N,,RGI60-02.15396,77257761, ,2.02E+11,,exists
G241102E37526N,CA,G241102E37526N,,RGI60-02.15397,77318212, ,,,exists
G241085E37525N,CA,G241085E37525N,,RGI60-02.15398,77257787, ,,,exists
G241116E37512N,CA,G241116E37512N,,RGI60-02.15399,77257835, ,,,exists
G240793E37818N,CA,G240793E37818N,,RGI60-02.15400,80458436, ,,,exists
G240811E37819N,CA,G240811E37819N,,RGI60-02.15401,80458440, ,,,exists
G240808E37818N,CA,G240808E37818N,,RGI60-02.15402,80458442, ,2.02E+11,,exists
G240833E37817N,CA,G240833E37817N,,RGI60-02.15403,80458448, ,,,exists
G240804E37816N,CA,G240804E37816N,,RGI60-02.15404,80458446, ,2.02E+11,,exists
G240793E37815N,CA,G240793E37815N,US2L00222005,RGI60-02.15405,80458438, ,2.02E+11,,exists
G240837E37816N,CA,G240837E37816N,,RGI60-02.15406,80458450, ,,,exists
G240781E37721N,CA,G240781E37721N,,RGI60-02.15407,80458528, ,,,exists
G240739E37848N,CA,G240739E37848N,,RGI60-02.15408,66761519, ,,,exists
G240742E37847N,CA,G240742E37847N,,RGI60-02.15409,66761521, ,,,exists
G240633E37805N,CA,G240633E37805N,,RGI60-02.15410,66492585, ,,,exists
G240683E37796N,CA,G240683E37796N,,RGI60-02.15411,66761529, ,,,exists
G240706E37790N,CA,G240706E37790N,,RGI60-02.15412,66761531, ,,,exists
G240709E37789N,CA,G240709E37789N,,RGI60-02.15413,66761533, ,,,exists
G240667E37786N,CA,G240667E37786N,,RGI60-02.15414,66492593, ,,,exists
G240686E37783N,CA,G240686E37783N,,RGI60-02.15415,66492601, ,,,exists
G240682E37781N,CA,G240682E37781N,,RGI60-02.15416,66492599, ,,,exists
G240703E37774N,CA,G240703E37774N,,RGI60-02.15417,66761541, ,,,exists
G240706E37769N,CA,G240706E37769N,,RGI60-02.15418,{62254B91-5123-4126-8DE1-C908C7AD592A}, ,,,exists
G240706E37767N,CA,G240706E37767N,,RGI60-02.15419,66761547, ,,,exists
G240708E37765N,CA,G240708E37765N,,RGI60-02.15420,66761549, ,,,exists
G240702E37763N,CA,G240702E37763N,,RGI60-02.15421,66492621, ,,,exists
G240694E37763N,CA,G240694E37763N,,RGI60-02.15422,,,,,exists
G240704E37763N,CA,G240704E37763N,,RGI60-02.15423,66492623, ,,,exists
G240698E37762N,CA,G240698E37762N,,RGI60-02.15424,66492627, ,,,exists
G240684E37761N,CA,G240684E37761N,,RGI60-02.15425,66492619, ,,,exists
G240673E37759N,CA,G240673E37759N,,RGI60-02.15426,66492617, ,,,exists
G240684E37759N,CA,G240684E37759N,,RGI60-02.15427,66492629, ,,,exists
G240710E37758N,CA,G240710E37758N,US2K04435007,RGI60-02.15428,66761551, ,,,exists
G240679E37758N,CA,G240679E37758N,,RGI60-02.15429,66492625, ,,,exists
G240691E37757N,CA,G240691E37757N,,RGI60-02.15430,66492635, ,,,exists
G240715E37757N,CA,G240715E37757N,,RGI60-02.15431,66761553, ,,,exists
G240718E37758N,CA,G240718E37758N,,RGI60-02.15432,66761557, ,,,exists
G240723E37757N,CA,G240723E37757N,,RGI60-02.15433,66761559, ,,,exists
G240696E37756N,CA,G240696E37756N,,RGI60-02.15434,66492639, ,,,exists
G240703E37754N,CA,G240703E37754N,US2K04441005,RGI60-02.15435,66492645, ,,,exists
G240720E37752N,CA,G240720E37752N,US2K04435004,RGI60-02.15436,66761561, ,,,exists
G240712E37752N,CA,G240712E37752N,US2K04435006,RGI60-02.15437,66761563, ,,,exists
G240715E37750N,CA,G240715E37750N,,RGI60-02.15438,66761565, ,,,exists
G240724E37750N,CA,G240724E37750N,,RGI60-02.15439,66761569, ,,,exists
G240728E37749N,CA,G240728E37749N,,RGI60-02.15440,66761571, ,,,exists
G240756E37731N,CA,G240756E37731N,US2L00221007,RGI60-02.15441,80458494, ,,,exists
G240754E37731N,CA,G240754E37731N,,RGI60-02.15442,80458498, ,,,exists
G240760E37730N,CA,G240760E37730N,US2L00221006,RGI60-02.15443,80458504, ,,,exists
G240764E37725N,CA,G240764E37725N,,RGI60-02.15444,80458510, ,,,exists
G240774E37719N,CA,G240774E37719N,,RGI60-02.15445,80458526, ,,,exists
G240779E37717N,CA,G240779E37717N,,RGI60-02.15446,77256857, ,,,exists
G240783E37716N,CA,G240783E37716N,,RGI60-02.15447,77256859, ,,,exists
G240751E37715N,CA,G240751E37715N,,RGI60-02.15448,77256847, ,,,exists
G240789E37713N,CA,G240789E37713N,,RGI60-02.15449,77256867, ,,,exists
G240783E37712N,CA,G240783E37712N,US2K04451007,RGI60-02.15450,77256871, ,,,exists
G240792E37712N,CA,G240792E37712N,,RGI60-02.15451,77256875, ,,,exists
G240782E37711N,CA,G240782E37711N,,RGI60-02.15452,77256873, ,,,exists
G240789E37709N,CA,G240789E37709N,,RGI60-02.15453,77256883, ,,,exists
G240778E37710N,CA,G240778E37710N,,RGI60-02.15454,77256877, ,,,exists
G240787E37707N,CA,G240787E37707N,,RGI60-02.15455,77256899, ,,,exists
G240750E37704N,CA,G240750E37704N,,RGI60-02.15456,77256879, ,,,exists
G240798E37705N,CA,G240798E37705N,,RGI60-02.15457,77256913, ,,,exists
G240753E37703N,CA,G240753E37703N,,RGI60-02.15458,77256885, ,,,exists
G240801E37703N,CA,G240801E37703N,,RGI60-02.15459,77256915, ,,,exists
G240752E37702N,CA,G240752E37702N,,RGI60-02.15460,77256887, ,,,exists
G240805E37701N,CA,G240805E37701N,US2K04452022,RGI60-02.15461,77256923, ,,,exists
G240781E37702N,CA,G240781E37702N,,RGI60-02.15462,77256905, ,,,exists
G240808E37699N,CA,G240808E37699N,US2K04452020,RGI60-02.15463,77256929, ,,,exists
G240801E37699N,CA,G240801E37699N,US2K04451008,RGI60-02.15464,77256925, ,,,exists
G240798E37694N,CA,G240798E37694N,US2K04451009,RGI60-02.15465,77256931, ,2.02E+11,,exists
G240811E37697N,CA,G240811E37697N,,RGI60-02.15466,77256933, ,,,exists
G240815E37697N,CA,G240815E37697N,,RGI60-02.15467,77256937, ,,,exists
G240805E37692N,CA,G240805E37692N,US2K04452019,RGI60-02.15468,77256949, ,2.02E+11,,exists
G240810E37691N,CA,G240810E37691N,,RGI60-02.15469,77256953, ,,,exists
G240813E37688N,CA,G240813E37688N,,RGI60-02.15470,77256969, ,,,exists
G240797E37687N,CA,G240797E37687N,,RGI60-02.15471,77256959, ,,,exists
G240806E37685N,CA,G240806E37685N,,RGI60-02.15472,77256977, ,2.02E+11,,exists
G240792E37684N,CA,G240792E37684N,,RGI60-02.15473,77256963, ,,,exists
G240804E37683N,CA,G240804E37683N,US2K04452017,RGI60-02.15474,77256973, ,2.02E+11,,exists
G240809E37685N,CA,G240809E37685N,,RGI60-02.15475,77256981, ,,,exists
G240812E37683N,CA,G240812E37683N,,RGI60-02.15476,77256987, ,,,exists
G240795E37679N,CA,G240795E37679N,US2K04451011,RGI60-02.15477,77256975, ,2.02E+11,,exists
G240809E37682N,CA,G240809E37682N,,RGI60-02.15478,77256989, ,,,exists
G240809E37678N,CA,G240809E37678N,US2K04452014,RGI60-02.15479,77257013, ,,,exists
G240857E37678N,CA,G240857E37678N,US2K04452007,RGI60-02.15480,77257057, ,,,exists
G240809E37674N,CA,G240809E37674N,,RGI60-02.15481,77257031, ,,,exists
G240811E37673N,CA,G240811E37673N,,RGI60-02.15482,77257039, ,,,exists
G240814E37673N,CA,G240814E37673N,,RGI60-02.15483,77257045, ,,,exists
G240822E37671N,CA,G240822E37671N,,RGI60-02.15484,77257061, ,,,exists
G240816E37670N,CA,G240816E37670N,US2K04452011,RGI60-02.15485,77257049, ,,,exists
G240827E37667N,CA,G240827E37667N,US2K04452008,RGI60-02.15486,77257085, ,,,exists
G240823E37664N,CA,G240823E37664N,,RGI60-02.15487,77257089, ,,,exists
G240824E37665N,CA,G240824E37665N,,RGI60-02.15488,77257101, ,,,exists
G240815E37664N,CA,G240815E37664N,,RGI60-02.15489,77257095, ,,,exists
G240823E37659N,CA,G240823E37659N,,RGI60-02.15490,77257119, ,,,exists
G240817E37658N,CA,G240817E37658N,US2K04451013,RGI60-02.15491,77257117, ,,,exists
G240830E37657N,CA,G240830E37657N,US2K04451014,RGI60-02.15492,77257135, ,,,exists
G240834E37657N,CA,G240834E37657N,,RGI60-02.15493,77257137, ,,,exists
G240835E37648N,CA,G240835E37648N,,RGI60-02.15494,77257167, ,,,exists
G240833E37647N,CA,G240833E37647N,,RGI60-02.15495,77257175, ,,,exists
G240839E37646N,CA,G240839E37646N,,RGI60-02.15496,77257193, ,,,exists
G240834E37646N,CA,G240834E37646N,,RGI60-02.15497,77257185, ,,,exists
G240836E37646N,CA,G240836E37646N,,RGI60-02.15498,77257191, ,,,exists
G240673E37785N,CA,G240673E37785N,,RGI60-02.15499,66492595, ,,,exists
G240717E37747N,Maclure Glacier CA,G240717E37747N,US2K04435005,RGI60-02.15500,66761567,251984,2.02E+11,,exists
G240695E37748N,CA,G240695E37748N,,RGI60-02.15501,66492661, ,,,exists
G240700E37748N,CA,G240700E37748N,,RGI60-02.15502,66492671, ,,,exists
G240747E37749N,CA,G240747E37749N,,RGI60-02.15503,80458454, ,,,exists
G240741E37748N,CA,G240741E37748N,,RGI60-02.15504,66761585, ,,,exists
G240744E37747N,CA,G240744E37747N,,RGI60-02.15505,66761587, ,,,exists
G240725E37747N,CA,G240725E37747N,,RGI60-02.15506,66761575, ,2.02E+11,,exists
G240728E37743N,Lyell Glacier CA,G240728E37743N,US2K04435002,RGI60-02.15507,66761579, ,2.02E+11,,exists
G240736E37744N,Lyell Glacier CA,G240736E37744N,,RGI60-02.15508,66761583, ,2.02E+11,,exists
G240682E37744N,CA,G240682E37744N,,RGI60-02.15509,66492675, ,,,exists
G240699E37744N,CA,G240699E37744N,,RGI60-02.15510,66492693, ,,,exists
G240722E37744N,CA,G240722E37744N,,RGI60-02.15511,66761581, ,2.02E+11,,exists
G240709E37744N,CA,G240709E37744N,,RGI60-02.15512,66492723, ,,,exists
G240707E37743N,CA,G240707E37743N,,RGI60-02.15513,66492715, ,,,exists
G240679E37742N,CA,G240679E37742N,US2K04441009,RGI60-02.15514,66492683, ,,,exists
G240752E37744N,CA,G240752E37744N,,RGI60-02.15515,80458466, ,,,exists
G240683E37742N,CA,G240683E37742N,,RGI60-02.15516,66492691, ,,,exists
G240724E37740N,CA,G240724E37740N,,RGI60-02.15517,66761591, ,,,exists
G240725E37738N,CA,G240725E37738N,,RGI60-02.15518,66492767, ,,,exists
G240736E37737N,CA,G240736E37737N,US2L00221013,RGI60-02.15519,80458480, ,2.02E+11,,exists
G240744E37737N,CA,G240744E37737N,,RGI60-02.15520,80458482, ,,,exists
G240723E37737N,CA,G240723E37737N,,RGI60-02.15521,66492779, ,,,exists
G240740E37734N,CA,G240740E37734N,,RGI60-02.15522,80458484, ,,,exists
G240725E37734N,CA,G240725E37734N,,RGI60-02.15523,66492799, ,,,exists
G240721E37732N,CA,G240721E37732N,,RGI60-02.15524,66492805, ,,,exists
G240750E37731N,CA,G240750E37731N,,RGI60-02.15525,80458500, ,,,exists
G240742E37729N,CA,G240742E37729N,,RGI60-02.15526,80458492, ,2.02E+11,,exists
G240749E37726N,CA,G240749E37726N,,RGI60-02.15527,77256829, ,,,exists
G240742E37722N,CA,G240742E37722N,,RGI60-02.15528,77256835, ,,,exists
G240705E37721N,CA,G240705E37721N,,RGI60-02.15529,66492837, ,,,exists
G240745E37716N,CA,G240745E37716N,,RGI60-02.15530,77256843, ,,,exists
G240734E37717N,CA,G240734E37717N,,RGI60-02.15531,66492857, ,,,exists
G240738E37711N,CA,G240738E37711N,,RGI60-02.15532,77256851, ,,,exists
G240740E37709N,CA,G240740E37709N,,RGI60-02.15533,77256861, ,,,exists
G240742E37707N,CA,G240742E37707N,,RGI60-02.15534,77256863, ,,,exists
G240738E37706N,CA,G240738E37706N,,RGI60-02.15535,,,,,exists
G240746E37704N,CA,G240746E37704N,,RGI60-02.15536,77256869, ,,,exists
G240736E37703N,CA,G240736E37703N,,RGI60-02.15537,,,,,exists
G240726E37701N,CA,G240726E37701N,,RGI60-02.15538,66492885, ,,,exists
G240741E37699N,CA,G240741E37699N,,RGI60-02.15539,77256891, ,,,exists
G240719E37694N,CA,G240719E37694N,,RGI60-02.15540,66492919, ,,,exists
G240713E37691N,CA,G240713E37691N,,RGI60-02.15541,66492925, ,,,exists
G240698E37666N,CA,G240698E37666N,,RGI60-02.15542,,,,,exists
G240627E37636N,CA,G240627E37636N,,RGI60-02.15543,66493051, ,,,exists
